codigo,Linha_Atual_Ref,Denominacao_provisoria,Nivel_de_rede,Tipo_de_linha,Modelo_operacional
LPR-01-17-01,209P-10,Cachoeirinha  -  Term. Pinheiros,Estrutural,Perimetral,Base
LPR-01-03-02,8194-10,Perus  -  Term. Cachoeirinha,Estrutural,Perimetral,Base
LPR-01-04-03,971D-10,Jd. Damasceno  -  Center Norte,Estrutural,Perimetral,Base
LPR-01-03-04,,Perus - Santana (via Av. Cantidio Sampaio),Estrutural,Perimetral,Base
LPR-02-03-01,,Tucuruvi-Pirituba,Estrutural,Perimetral,Base
LPR-02-03-02,,Terminal Pirituba - Terminal Santana (via Nossa S. do Ó),Estrutural,Perimetral,Base
LPR-02-19-03,,Terminal Lapa - Metrô Santa Cruz (via Vila Leopoldina),Estrutural,Perimetral,Base
LPR-03-04-01,971X-10,Terminal Cachoeirinha  -  Metrô Santana,Estrutural,Perimetral,Base
LPR-03-16-02,,Tucuruvi - Lapa,Estrutural,Perimetral,Base
LPR-03-17-03,,Santana - Pinheiros (via Av. Sumaré),Estrutural,Perimetral,Base
LPR-03-11-04,,Metrô Santana - Metrô Conceição (via Av. Brasil),Estrutural,Perimetral,Base
LPR-04-21-01,,Pq. Edu Chaves - Metrô Bresser (via Júlio Buono / Joaquina Ramalho),Estrutural,Perimetral,Base
LPR-05-05-01,2059-10,Sao Miguel  -  Guaianazes,Estrutural,Perimetral,Base
LPR-05-05-02,2202-10,Hospital Itaim  -  Guaianazes,Estrutural,Perimetral,Base
LPR-05-08-03,233A-10,Jd. Helena - Term. Carrão,Estrutural,Perimetral,Base
LPR-05-07-04,,Terminal São Mateus - CPTM Itaim (via Dom João Nery),Estrutural,Perimetral,Base
LPR-05-09-05,,Terminal Sapopemba - Terminal São Miguel (via Av. Pires do Rio),Estrutural,Perimetral,Base
LPR-05-07-06,,Terminal Cidade Tiradentes - Terminal São Miguel (via Av. Nordestina),Estrutural,Perimetral,Base
LPR-05-09-07,,Terminal São Mateus - Terminal São Miguel (via Jacú Pêssego),Estrutural,Perimetral,Base
LPR-06-08-01,,T. Carrão - Ermelino Matarazzo,Estrutural,Perimetral,Base
LPR-06-03-02,,Penha - T. Cachoeirinha (Via Santana),Estrutural,Perimetral,Base
LPR-06-03-03,,Penha - T. Cachoeirinha,Estrutural,Perimetral,Base
LPR-07-07-01,3063-10,Guaianazes  -  Term. Sao Mateus,Estrutural,Perimetral,Base
LPR-07-07-02,3064-10,Cid. Tiradentes  -  Est. Guaianazes,Estrutural,Perimetral,Base
LPR-07-07-03,3743-10,Term. São Mateus - Metrô Itaquera,Estrutural,Perimetral,Base
LPR-07-05-04,,Cptm São Miguel - T. Cidade Tiradentes,Estrutural,Perimetral,Base
LPR-08-03-01,,Tuccuruvi - T. Carrão,Estrutural,Perimetral,Base
LPR-09-06-01,,T. Vila Carrão - T. Penha (Via Salim F. Maluf),Estrutural,Perimetral,Base
LPR-09-06-02,,T. Sapopemba - Ermelino Matarazzo,Estrutural,Perimetral,Base
LPR-09-16-03,,Ipiranga - Vila Leopoldina (Via Av. Brasil),Estrutural,Perimetral,Base
LPR-09-04-04,,T. Vila Prudente - Santana,Estrutural,Perimetral,Base
LPR-09-18-05,,Mandaqui - Metrô Conceição (via Av. Brasil),Estrutural,Perimetral,Base
LPR-09-11-06,,Terminal Vila Prudente - Metrô São Judas (via Av. Tancredo Neves),Estrutural,Perimetral,Base
LPR-10-16-01,874T-10,Sacomã - Lapa,Estrutural,Perimetral,Base
LPR-10-16-02,,T. Lapa - T. Sacomã,Estrutural,Perimetral,Base
LPR-10-03-03,,Term. Sacomã - Term. Santana  (via Salim Farah Maluf),Estrutural,Perimetral,Base
LPR-11-18-01,546T-10,Vila Guacuri  -  Term. Santo Amaro,Estrutural,Perimetral,Base
LPR-11-18-02,607C-10,Jd. Miriam  -  Shopping Morumbi,Estrutural,Perimetral,Base
LPR-11-14-03,,Terminal Campo Limpo - Pedreira,Estrutural,Perimetral,Base
LPR-12-17-01,637G-10,Grajau  - Tronco Grajaú  (Pinheiros),Estrutural,Perimetral,Base
LPR-13-11-01,5129-10,Jd. Miriam - T. Guarapiranga (Via Cupecê / Washington Luís),Estrutural,Perimetral,Base
LPR-13-17-02,637A-10,Term. Jd. Angela  -  Term. Pinheiros,Estrutural,Perimetral,Base
LPR-13-17-03,709P-10,Est. Sto. Amaro (Av. Guido Caloi) -  Term. Pinheiros,Estrutural,Perimetral,Base
LPR-14-17-01,648P-10,Term. Capelinha  - Giovanni (Faria Lima),Estrutural,Perimetral,Base
LPR-14-18-02,807A-10,Terminal Campo Limpo  -  Term. Santo Amaro,Estrutural,Perimetral,Base
LPR-15-13-01,,Raposo - T. João Dias,Estrutural,Perimetral,Base
LPR-15-11-02,,Jabaquara - Sh. Butantã (Via Pt. do Morumbi),Estrutural,Perimetral,Base
LPR-15-11-03,,T. Jabaquara - Butantã,Estrutural,Perimetral,Base
LPR-15-09-04,,T. Vila Prudente - Pinheiros (Via Av. Dos Bandeirantes),Estrutural,Perimetral,Base
LPR-15-18-05,,Parque Continental - Shopping Morumbi,Estrutural,Perimetral,Base
LPR-15-02-06,,Terminal Pirituba - Raposo (via Gastão Vidigal),Estrutural,Perimetral,Base
LPR-16-17-01,,T. Lapa - T. Pinheiros (Via Marginais),Estrutural,Perimetral,Base
LPR-17-20-01,477A-10,T. Sacomã - T. Pinheiros (Via Sta Cruz / Pedro de Toledo),Estrutural,Perimetral,Base
LPR-17-19-02,,Terminal Pinheiros - Metrô Santa Cruz (via Av. Faria Lima),Estrutural,Perimetral,Base
LPR-18-17-01,637P-10,Term. Santo Amaro  -  Term. Pinheiros,Estrutural,Perimetral,Base
LPR-18-17-02,,T. Santo Amaro - T. Pinheiros,Estrutural,Perimetral,Base
LPR-18-09-03,,T. Vila Prudente - Est. Berrini Cptm (Via Bandeirantes),Estrutural,Perimetral,Base
LPR-18-11-04,,Metrô São Judas - CPTM Berrini (via Av. Roberto Marinho),Estrutural,Perimetral,Base
LPR-19-16-01,875H-10,Terminal  Lapa  -  Metrô Vila Mariana,Estrutural,Perimetral,Base
LPR-19-02-02,917H-10,Term. Pirituba - Metrô Ana Rosa,Estrutural,Perimetral,Base
LPR-19-16-03,,T. Lapa - Metrô Santa Cruz,Estrutural,Perimetral,Base
LPR-20-17-01,,Parque Do Povo - Ipiranga,Estrutural,Perimetral,Base
LRE-01-20-01,8622-10,Term. Jd. Britônia - Pça.Ramos de Azevedo,Estrutural,Radial (Centro),Reforço Pico
LRE-02-20-01,129F-41,Conexao Petronio Protela - Praca do Correio,Estrutural,Radial (Centro),Reforço Pico
LRE-02-20-02,8400-10,Terminal Pirituba  -  Pç Ramos De Azevedo,Estrutural,Radial (Centro),Base
LRE-02-20-03,8600-10,Terminal Pirituba  -  Lgo. do Paissandu,Estrutural,Radial (Centro),Base
LRE-03-20-01,178L-10,Lauzane Paulista  - Terminal Princesa Isabel,Estrutural,Radial (Centro),Base
LRE-03-20-02,9500-10,Term. Cachoeirinha  -  Paissandu,Estrutural,Radial (Centro),Base
LRE-03-20-03,9501-10,T.T.V.N.Cachoeirinha  -  Paissandu,Estrutural,Radial (Centro),Base
LRE-03-20-04,9653-10,Pedra Branca  -  Lgo. Do Paissandu,Estrutural,Radial (Centro),Base
LRE-04-17-01,106A-10,Metrô Santana  -  Itaim Bibi,Estrutural,Radial (Centro),Base
LRE-04-10-02,174M-10,Metrô Santana - Terminal Sacoma,Estrutural,Radial (Centro),Base
LRE-04-11-03,175T-10,Metrô Santana - Metrô Jabaquara,Estrutural,Radial (Centro),Base
LRE-04-20-04,9300-10,Term. Casa Verde  -  Term. Pq. D.Pedro II,Estrutural,Radial (Centro),Base
LRE-05-20-01,1178-31,São Miguel - Terminal Bandeira,Estrutural,Radial (Centro),Reforço Pico
LRE-05-20-02,2552-10,Vila Mara  -  Term. Pq. D.Pedro II,Estrutural,Radial (Centro),Base
LRE-05-20-03,2552-41,Jd. São Martinho - Term. Pq. D. Pedro II,Estrutural,Radial (Centro),Reforço Pico
LRE-05-20-04,2582-10,Vila Nova Curuça  -  Term. Pq. D.Pedro II,Estrutural,Radial (Centro),Reforço Pico
LRE-05-20-05,2626-10,Jd. Nazarú - Term. Pq. D. Pedro II,Estrutural,Radial (Centro),Base
LRE-05-20-06,2666-10,Jd. Camargo Velho  -  Term. Pq. D.Pedro II,Estrutural,Radial (Centro),Base
LRE-05-20-07,2678-10,Oliveirinha  -  Term. Pq. D.Pedro II,Estrutural,Radial (Centro),Reforço Pico
LRE-05-20-08,3301-10,Term. São Miguel  -  Term. Pq. D. Pedro II,Estrutural,Radial (Centro),Base
LRE-05-20-09,3459-10,Itaim Paulista  -  Term. Pq. D.Pedro II,Estrutural,Radial (Centro),Base
LRE-06-20-01,1177-10,Term. A.E. Carvalho  -  Estação Da Luz,Estrutural,Radial (Centro),Base
LRE-06-20-02,1177-31,Term. A. E. Carvalho  -  Estação Da Luz,Estrutural,Radial (Centro),Reforço Pico
LRE-06-20-03,1178-32,Abel Tavares - Praça do Correio,Estrutural,Radial (Centro),Reforço Pico
LRE-06-20-04,208V-10,Term. A.E.Carvalho  -  Pq. D. Pedro II,Estrutural,Radial (Centro),Base
LRE-06-20-05,2460-10,Cemitúrio da Saudade - Term. Pq. D. Pedro II,Estrutural,Radial (Centro),Reforço Pico
LRE-06-20-06,2551-10,Term. A. E. Carvalho - Term. Pq. D. Pedro II,Estrutural,Radial (Centro),Base
LRE-06-20-07,4E-08,Term. Penha  -  Term. Pq. D. Pedro II,Estrutural,Radial (Centro),Base
LRE-07-20-01,3141-10,Term. Sao Mateus  -  Term. Pq. D.Pedro II,Estrutural,Radial (Centro),Base
LRE-07-20-02,4210-10,Term. Cidade Tiradentes - Term. Pq. Dom Pedro II,Estrutural,Radial (Centro),Base
LRE-07-20-03,4310-10,E. T. Itaquera  -  Term. Pq. D.Pedro II,Estrutural,Radial (Centro),Base
LRE-07-20-04,4311-10,Term. São Mateus  -  Term. Pq. D. Pedro II,Estrutural,Radial (Centro),Base
LRE-07-20-05,4313-10,Term. Cid. Tiradentes  -  Term. Pq. D. Pedro II,Estrutural,Radial (Centro),Base
LRE-07-20-06,5110-10,Term. São Mateus  -  Term. Mercado,Estrutural,Radial (Centro),Base
LRE-08-20-01,3414-10,Vila Dalila  -  Term. Pq. D.Pedro II,Estrutural,Radial (Centro),Base
LRE-08-20-02,4315-10,Term. Vila Carrão  -  Term. Pq. D. Pedro II,Estrutural,Radial (Centro),Base
LRE-09-20-01,5109-10,Term. Vila Prudente   -  Term. Mercado,Estrutural,Radial (Centro),Base
LRE-09-20-02,5143-10,Term. Sapopemba -  Term. Pq. D.Pedro II,Estrutural,Radial (Centro),Base
LRE-10-20-01,4491-10,Zoologico - Term. Pq. D. Pedro II,Estrutural,Radial (Centro),Base
LRE-10-20-02,5104-10,Term. Sacoma  -  Pça. da Republica,Estrutural,Radial (Centro),Reforço Pico
LRE-10-20-03,5105-10,Term. Sacoma  -  Term. Mercado,Estrutural,Radial (Centro),Base
LRE-11-20-01,509M-10,Jd. Miriam - T. Princ. Isabel (Via Cupecê / Washington Luis),Estrutural,Radial (Centro),Base
LRE-11-20-02,5131-10,Cidade Ademar  -  Metrô Brás,Estrutural,Radial (Centro),Reforço Pico
LRE-11-20-03,5290-10,Div. Diadema  -  Pca. Joao Mendes,Estrutural,Radial (Centro),Base
LRE-11-20-04,5611-10,Eldorado  -  Pça. João Mendes,Estrutural,Radial (Centro),Base
LRE-11-20-05,6358-10,Jd. Luso - Term. Bandeira,Estrutural,Radial (Centro),Base
LRE-12-20-01,5362-10,Pq. Res. Cocaia - Pça da Sú,Estrutural,Radial (Centro),Reforço Pico
LRE-12-20-02,5370-10,Term. Varginha - Lgo. São Francisco,Estrutural,Radial (Centro),Base
LRE-12-20-03,5630-10,Terminal Grajaú  -  Metrô Brás,Estrutural,Radial (Centro),Base
LRE-12-20-04,5630-21,Cidade Dutra - Lgo. São Francisco,Estrutural,Radial (Centro),Reforço Pico
LRE-12-20-05,6913-10,Terminal Varginha  -  Terminal Bandeira,Estrutural,Radial (Centro),Base
LRE-12-20-06,5362-10,Terminal Grajau - Praça da Sé,Estrutural,Radial (Centro),Base
LRE-13-20-01,5185-10,Term. Guarapiranga  -  Term. Pque. D. Pedro II,Estrutural,Radial (Centro),Base
LRE-13-20-02,5391-10,Jardim Ângela - Lgo. São Francisco,Estrutural,Radial (Centro),Base
LRE-13-20-03,609F-10,Chacara Santana  -  Pca. Princ. Isabel,Estrutural,Radial (Centro),Reforço Pico
LRE-13-20-04,6400-10,Term. João Dias - Term. Bandeira,Estrutural,Radial (Centro),Base
LRE-13-20-05,6403-10,Terminal Joao Dias  -  Term. Pq. D. Pedro II,Estrutural,Radial (Centro),Base
LRE-13-20-06,6505-10,Term. Guarapiranga  -  Term. Bandeira,Estrutural,Radial (Centro),Base
LRE-14-20-01,5119-10,Term. Capelinha  -  Lgo. Sao Francisco,Estrutural,Radial (Centro),Base
LRE-14-20-02,6450-10,Term. Capelinha - Term. Bandeira,Estrutural,Radial (Centro),Base
LRE-14-20-03,6450-51,Valo Velho - Term. Bandeira,Estrutural,Radial (Centro),Reforço Pico
LRE-14-20-04,6451-10,Term. Capelinha  -  Term. Bandeira,Estrutural,Radial (Centro),Base
LRE-14-20-05,6455-10,Term. Capelinha  -  Lgo. Sao Francisco,Estrutural,Radial (Centro),Reforço Pico
LRE-14-20-06,8605-10,Terminal Campo Limpo  -  Terminal Bandeira,Estrutural,Radial (Centro),Base
LRE-14-20-07,8700-10,Terminal Campo Limpo  -  Pça. Ramos De Azevedo,Estrutural,Radial (Centro),Base
LRE-15-20-01,7458-10,Jd. Boa Vista  -  Estação Da Luz,Estrutural,Radial (Centro),Reforço Pico
LRE-15-20-02,8705-10,Shopping Continental  -  Anhangabau,Estrutural,Radial (Centro),Base
LRE-15-20-03,8707-10,Rio Pequeno  -  Terminal Princesa Isabel,Estrutural,Radial (Centro),Base
LRE-17-20-01,5178-10,Parque do Ibirapuera - Terminal Parque Dom Pedro,Estrutural,Radial (Centro),Base
LRE-17-20-02,6262-10,Terminal Pinheiros - Term. Bandeira,Estrutural,Radial (Centro),Base
LRE-18-20-01,5111-10,Term. Sto. Amaro  -  Term. Pq.D. Pedro II,Estrutural,Radial (Centro),Base
LRE-18-20-02,5300-10,Term. Santo Amaro  -  Term. Pq. D. Pedro II,Estrutural,Radial (Centro),Base
LRE-18-20-03,6200-10,Term. Santo Amaro  -  Term. Bandeira,Estrutural,Radial (Centro),Base
LRE-18-20-04,6500-10,Term. Sto. Amaro  -  Term. Bandeira,Estrutural,Radial (Centro),Base
LRE-18-20-05,669A-10,Term. Sto. Amaro  -  Term. Princ. Isabel,Estrutural,Radial (Centro),Reforço Pico
LRE-18-20-06,7600-10,Term. Sto. Amaro - Term. Bandeira via Berrini,Estrutural,Radial (Centro),Base
LRE-18-20-07,,T. Princ. Isabel - Pq. Do Povo (Via Marginal),Estrutural,Radial (Centro),Base
LRE-20-17-01,477B-10,Term. Pinheiros - Pq. D. Pedro,Estrutural,Radial (Centro),Base
LRE-20-21-02,702C-10,Belem - Republica,Estrutural,Radial (Centro),Base
LRE-20-16-03,8000-10,Terminal Lapa  -  Pca.Ramos de Azevedo,Estrutural,Radial (Centro),Base
LRE-20-17-04,909T-10,Terminal Pinheiros  -  Term. Pq. D.Pedro II,Estrutural,Radial (Centro),Base
LRE-20-16-05,,Ipiranga - Barra Funda (Via Av. Brasil),Estrutural,Radial (Centro),Base
LRG-01-16-01,8050-10,T. Jd. Britônia  -  Lapa,Estrutural,Radial (Polo  Regional),Base
LRG-02-16-01,129F-10,Conexao Petronio Protela - Metro Barra Funda,Estrutural,Radial (Polo  Regional),Base
LRG-02-16-02,8200-10,Terminal Pirituba  -  Terminal Lapa,Estrutural,Radial (Polo  Regional),Base
LRG-02-16-03,8500-10,Terminal Pirituba  -  Metrô Barra Funda,Estrutural,Radial (Polo  Regional),Base
LRG-03-16-01,938L-10,T.T.V.N.Cachoeirinha  -  Lapa,Estrutural,Radial (Polo  Regional),Base
LRG-03-16-02,978A-10,T.T.V.N.Cachoeirinha  -  Metrô Barra Funda,Estrutural,Radial (Polo  Regional),Base
LRG-05-06-01,2076-10,Term. São Miguel - Term. Penha,Estrutural,Radial (Polo  Regional),Base
LRG-07-21-01,3539-10,Cidade Tiradentes - Metrô Bresser,Estrutural,Radial (Polo  Regional),Base
LRG-07-07-02,3785-10,Term. Cid. Tiradentes - Metrô Itaquera,Estrutural,Radial (Polo  Regional),Base
LRG-07-07-03,3789-10,Term. Cid. Tiradentes - Metrô Itaquera (via Carmo),Estrutural,Radial (Polo  Regional),Base
LRG-07-07-04,4018-10,Metalúrgicos  -  Term. Sao Mateus,Estrutural,Radial (Polo  Regional),Base
LRG-07-21-05,407K-10,Term São Mateus  -  Metrô Carrão,Estrutural,Radial (Polo  Regional),Base
LRG-07-08-06,407N-10,Term. Cid. Tiradentes  -  Metrô Penha,Estrutural,Radial (Polo  Regional),Base
LRG-07-08-07,407N-21,Jardim Roseli - Metrô Penha,Estrutural,Radial (Polo  Regional),Reforço Pico
LRG-07-21-08,407P-10,Term. Cid. Tiradentes  -  Metrô Tatuapú,Estrutural,Radial (Polo  Regional),Base
LRG-07-09-09,5110-41,São Mateus  -  Metrô Tamanduateí,Estrutural,Radial (Polo  Regional),Reforço Pico
LRG-08-21-01,407R-10,Term. Vila Carrão  -  Metrô Belúm,Estrutural,Radial (Polo  Regional),Base
LRG-12-18-01,6000-10,Term. Parelheiros  -  Term. Sto. Amaro,Estrutural,Radial (Polo  Regional),Base
LRG-12-11-02,6078-10,Terminal Grajau - Shopping Interlagos,Estrutural,Radial (Polo  Regional),Reforço Pico
LRG-12-19-03,675X-10,Terminal Grajau  -  Metrô V. Mariana,Estrutural,Radial (Polo  Regional),Base
LRG-12-11-04,695X-10,Terminal Varginha  -  Metrô Jabaquara,Estrutural,Radial (Polo  Regional),Base
LRG-12-19-05,695Y-10,Term. Parelheiros  -  Metrô Vila Mariana,Estrutural,Radial (Polo  Regional),Reforço Pico
LRG-12-18-06,6960-10,Terminal Varginha  -  Terminal Santo Amaro,Estrutural,Radial (Polo  Regional),Base
LRG-12-18-07,6970-10,Terminal Grajau  -  Terminal Santo Amaro,Estrutural,Radial (Polo  Regional),Base
LRG-13-19-01,675I-10,Terminal Joao Dias  -  Metrô São Judas,Estrutural,Radial (Polo  Regional),Base
LRG-13-19-02,675K-10,Term. Jd. Angela  -  Metrô Sta Cruz,Estrutural,Radial (Polo  Regional),Base
LRG-13-17-03,677A-10,Term Jd Ângela  -  Henrique Chamma,Estrutural,Radial (Polo  Regional),Base
LRG-13-19-04,707A-10,Jd. Ângela - Metrô Pça. da Árvore,Estrutural,Radial (Polo  Regional),Reforço Pico
LRG-13-18-05,737A-10,Term Jd Ângela  -  Term  Sto Amaro,Estrutural,Radial (Polo  Regional),Base
LRG-14-18-01,6001-10,Term. Capelinha  -  Term Santo Amaro,Estrutural,Radial (Polo  Regional),Base
LRG-14-19-02,695T-10,Term. Capelinha  -  Metrô Vila Mariana,Estrutural,Radial (Polo  Regional),Base
LRG-14-17-03,809P-10,Terminal Campo Limpo  -  Term. Pinheiros,Estrutural,Radial (Polo  Regional),Base
LRG-14-17-04,857P-10,Terminal Campo Limpo  -  Paraiso,Estrutural,Radial (Polo  Regional),Base
LTR-07-20-01,2290-10,Term. São Mateus  -  Term. Pq. D. Pedro II,Estrutural,Trólebus,Base
LTR-07-06-02,342M-10,Term. São Mateus  -  Term. Penha,Estrutural,Trólebus,Base
LTR-08-20-01,2100-10,Term. Vila Carrão  -  Pca. da Sú,Estrutural,Trólebus,Base
LTR-08-20-02,3139-10,Jd. Vila Formosa  -  Pça João Mendes,Estrutural,Trólebus,Base
LTR-08-08-03,3139-31,Jd. Vila Formosa  -  Praça da República,Estrutural,Trólebus,Reforço Pico
LTR-09-20-01,3160-10,Term. Vila Prudente  -  Term. Pq. D. Pedro II,Estrutural,Trólebus,Base
LTR-10-10-01,4113-10,Gentil De Moura  -  Pca. Da República,Estrutural,Trólebus,Base
LTR-19-19-01,4112-10,Sta. Margarida Maria  -  Pca. Da República,Estrutural,Trólebus,Base
LTR-20-20-01,2002-10,Term. Pq. D.Pedro II  -  Term. Bandeira,Estrutural,Trólebus,Base
LAR-01-02-01,1017-10,Perus  -  Vila Iorio,Local,Articulação Regional,Base
LAR-01-02-02,1021-10,Cohab Brasilôndia  -  Terminal Pirituba,Local,Articulação Regional,Base
LAR-01-02-03,1024-10,Jardim Carombe - Conexao Petronio Portela,Local,Articulação Regional,Base
LAR-01-02-04,1025-10,Jardim Carombe - Conexao Petronio Portela,Local,Articulação Regional,Base
LAR-01-02-05,8006-10,Jd Donaria  -  Terminal Pirituba,Local,Articulação Regional,Base
LAR-01-02-06,8009-10,Cid. D'Abril 3 Gleba  -  Terminal Pirituba,Local,Articulação Regional,Base
LAR-01-02-07,8015-10,Cemitúrio De Perus  -  Terminal Pirituba,Local,Articulação Regional,Base
LAR-01-02-08,8016-10,Jd Rincao  -  Terminal Pirituba,Local,Articulação Regional,Base
LAR-01-16-09,8040-10,Sol Nascente  -  Lapa,Local,Articulação Regional,Base
LAR-01-16-10,8047-10,Jaragua  -  Lapa,Local,Articulação Regional,Base
LAR-01-17-11,8047-41,Jaragua - Metrô Vila Madalena,Local,Articulação Regional,Reforço Pico
LAR-01-04-12,819A-10,Estação Cptm Vila Aurora  -  Jd. Primavera,Local,Articulação Regional,Base
LAR-01-16-13,819R-10,Perus  -  Term Lapa,Local,Articulação Regional,Base
LAR-01-20-14,8215-10,Jardim Paulistano - Praça do Correio,Local,Articulação Regional,Base
LAR-01-02-15,848L-10,Recanto dos Humildes  -  Terminal Pirituba,Local,Articulação Regional,Base
LAR-01-20-16,8528-10,Jd. Guarani  -  Pca. Do Correio,Local,Articulação Regional,Base
LAR-01-02-17,8544-10,Cid. D'Abril 3.Gleba  - T. Pirituba,Local,Articulação Regional,Base
LAR-01-16-18,8545-10,Penteado  -  Metrô Barra Funda,Local,Articulação Regional,Base
LAR-01-16-19,8549-10,Taipas  - Lapa,Local,Articulação Regional,Base
LAR-01-16-20,8696-41,Jaraguá - Lapa,Local,Articulação Regional,Reforço Pico
LAR-01-03-21,9004-10,Jd. Elisa Maria  -  T.T.V.N.Cachoeirinha,Local,Articulação Regional,Base
LAR-01-03-22,9005-10,Jd. Princesa  -  T.T.V.N.Cachoeirinha,Local,Articulação Regional,Base
LAR-01-03-23,9005-41,Jd. Vista Alegre  -  T.T.V.N.Cachoeirinha,Local,Articulação Regional,Reforço Pico
LAR-01-03-24,9005-42,Sítio Dos Francos  -  T.T.V.N. Cachoeirinha,Local,Articulação Regional,Reforço Pico
LAR-01-03-25,9006-10,Vila Penteado  -  T.T.V.N.Cachoeirinha,Local,Articulação Regional,Base
LAR-01-03-26,9009-10,Cohab Brasilôndia  -  T.T.V.N.Cachoeirinha,Local,Articulação Regional,Base
LAR-01-02-27,9019-10,Jd Paulistano  -  Terminal Pirituba,Local,Articulação Regional,Base
LAR-01-02-28,9023-10,Pq. De  Taipas  -  Terminal Pirituba,Local,Articulação Regional,Base
LAR-01-04-29,9090-10,Pq. Tiete  -  Term. Casa Verde,Local,Articulação Regional,Base
LAR-01-16-30,9181-10,Vila Terezinha  -  Lapa,Local,Articulação Regional,Base
LAR-01-02-31,9186-10,Cohab N. Brasilandia  - Pça. Mons. Escrivá,Local,Articulação Regional,Base
LAR-01-02-32,9188-10,Capela Da Lagoa   - T. Pirituba,Local,Articulação Regional,Base
LAR-01-16-33,938C-10,Cohab Taipas  - Taipas (Lapa),Local,Articulação Regional,Base
LAR-01-16-34,938P-10,Jd. Tereza  - Lapa,Local,Articulação Regional,Base
LAR-01-03-35,938V-10,Jd. Vista Alegre  - Terminal Cachoeirinha,Local,Articulação Regional,Base
LAR-01-04-36,9717-10,Jd. Almanara  -  Santana,Local,Articulação Regional,Base
LAR-01-04-37,971C-10,COHAB - Metrô Santana,Local,Articulação Regional,Reforço Pico
LAR-01-04-38,971R-51,Chica Luisa - Metrô Santana,Local,Articulação Regional,Base
LAR-01-04-39,971V-10,Jd. Vista Alegre  -  Center Norte,Local,Articulação Regional,Base
LAR-01-16-40,9784-10,Jd. Dos Francos  -  Barra Funda,Local,Articulação Regional,Base
LAR-01-16-41,9789-10,Jardim Paulistano - Barra Funda,Local,Articulação Regional,Base
LAR-02-17-01,199D-10,Vila Iorio  -  Terminal Pinheiros,Local,Articulação Regional,Base
LAR-02-16-02,8001-10,Vila Piaui  -  Terminal Lapa,Local,Articulação Regional,Base
LAR-02-16-03,8002-10,Terminal Pirituba  -  Terminal Lapa,Local,Articulação Regional,Base
LAR-02-16-04,8003-10,Remedios  -  Terminal Lapa,Local,Articulação Regional,Base
LAR-02-16-05,8004-10,Santa Monica  -  Terminal Lapa,Local,Articulação Regional,Base
LAR-02-01-06,8010-10,Perus  - Term. Pirituba,Local,Articulação Regional,Base
LAR-02-01-07,8017-10,Voith  -  Terminal Pirituba,Local,Articulação Regional,Base
LAR-02-16-08,8060-10,Vila Piaui  -  Terminal Lapa,Local,Articulação Regional,Base
LAR-02-16-09,8065-10,Vila Clarice  -  Lapa,Local,Articulação Regional,Base
LAR-02-16-10,8100-10,Terminal Pirituba  -  Terminal Lapa,Local,Articulação Regional,Base
LAR-02-03-11,8199-10,Pirituba  -  C.V.N. Cachoeirinha,Local,Articulação Regional,Base
LAR-02-16-12,846M-10,Vila Piauí  - Leopoldina,Local,Articulação Regional,Base
LAR-02-01-13,847J-10,City Jaragua  - T. Pirituba,Local,Articulação Regional,Base
LAR-02-17-14,847P-10,Terminal Pirituba  -  Itaim Bibi,Local,Articulação Regional,Base
LAR-02-03-15,8542-10,Brasilandia  -  Pca. Do Correio,Local,Articulação Regional,Base
LAR-02-16-16,8677-10,Jd. Libano  -  Lapa,Local,Articulação Regional,Base
LAR-02-16-17,8677-31,Jardim Libano - Lapa,Local,Articulação Regional,Reforço Pico
LAR-02-16-18,8686-10,Mangalot - Lapa,Local,Articulação Regional,Base
LAR-02-16-19,9014-10,Morro Grande  -  Terminal Lapa,Local,Articulação Regional,Base
